batch_id,paper_id,title,relevance_score,reason,tags
batch_00254,article-35246,QAagent: A Multiagent System for Unit Test Generation via Natural Language Pseudocode (Student Abstract),3,"Multi-agent LLM system for automated unit test generation, directly addressing code reliability.",AGENTS;PROGRAM_REASONING;RELIABILITY
batch_00020,article-35234,Advancing Intelligent Software Development and Trustworthy Models Through the Synergy of Software Engineering and LLMs,3,"Focuses on LLM reliability/safety for software engineering tasks, aligning with reliability for code theme.",RELIABILITY;OTHER
batch_00316,article-35226,"Towards Autonomous Network Management: AI-Driven Framework for Intelligent Log Analysis, Troubleshooting and Documentation",3,LLM+RAG agents for autonomous troubleshooting; applied to network management but method is transferable.,AGENTS;TOOL_USE;OTHER
batch_00119,article-35208,Explainable Robot Navigation,3,Hybrid ML + symbolic reasoning for robot navigation; method may be transferable to program reasoning agents.,OTHER
batch_00281,article-35199,Scalable Solutions for Decision-Making Systems Using Explainable Policy Representations,3,"Extends MDP/SG solvers (OVI, SVI) for scalability; uses explainable policies. Aligns with structured reasoning for decision-making.",OTHER
batch_00042,article-35157,BoolXAI: Explainable AI Using Expressive Boolean Formulas,3,"Uses expressive Boolean formulas for interpretable ML, relevant to hybrid neuro-symbolic reasoning.",OTHER
batch_00100,article-35152,ECLAIR: Enhanced Clarification for Interactive Responses,3,"Framework for interactive disambiguation of ambiguous queries, relevant to ambiguity in NL specs for AI assistants.",AMBIGUITY
batch_00283,article-35147,"ScriptSmith: A Unified LLM Framework for Enhancing IT Operations via Automated Bash Script Generation, Assessment, and Refinement",3,"LLM framework for automated Bash script generation, assessment, and refinement for IT operations.",AGENTS;TOOL_USE;PROGRAM_REASONING
batch_00187,article-35119,Learning Language Structures Through Grounding,3,"Proposes learning language structures via program execution results, aligning with semantic reasoning for code.",PROGRAM_REASONING;OTHER
batch_00019,article-35106,Advancements in AI for Reasoning with Complex Data,3,"Presents hybrid SQL-text reasoning (H-STAR) and symbolic query generation for structured data, aligning with neuro-symbolic methods.",OTHER
batch_00312,article-35094,Things Machine Learning Models Know That They Don’t Know,3,"Surveys ML abstention and model selection, which connects to reliability/consensus for code LLMs.",RELIABILITY;ABSTENTION;OTHER
batch_00319,article-35084,"Towards Scientific Discovery with Generative AI: Progress, Opportunities, and Challenges",3,"Outlines need for science-focused AI agents, reasoning, and theorem proving, aligning with our themes of LLM agents for reasoning.",AGENTS;PROGRAM_REASONING;OTHER
batch_00022,article-34990,Aligning Large Language Models for Faithful Integrity Against Opposing Argument,3,"Proposes DPO-based alignment for response integrity under opposition, relates to reliability/hallucination reduction for reasoning.",RELIABILITY;OTHER
batch_00224,article-34966,Neural Continuous-Time Supermartingale Certificates,3,"Neural certificate framework for probabilistic verification of dynamical systems, relates to formal methods + reliability.",FORMAL_METHODS;RELIABILITY;VERIFICATION
batch_00298,article-34962,Stream Aligner: Efficient Sentence-Level Alignment via Distribution Induction,3,"Proposes sentence-level alignment for LLM generation, relates to reliability and structured reasoning workflows.",RELIABILITY;WORKFLOW_STATS
batch_00098,article-34949,Dynamic Back-Substitution in Bound-Propagation-Based Neural Network Verification,3,Improves bound-propagation-based neural network verification via dynamic ReLU stability analysis.,VERIFICATION;FORMAL_METHODS
batch_00098,article-34946,Dynamic Algorithm Termination for Branch-and-Bound-based Neural Network Verification,3,"Dynamic termination for Branch-and-Bound-based neural network verification, improving formal verification efficiency.",VERIFICATION;FORMAL_METHODS
batch_00110,article-34924,Enhancing Decision-Making for LLM Agents via Step-Level Q-Value Models,3,"Proposes step-level Q-value models for LLM agent decision-making, improving reliability on multi-step tasks.",AGENTS;RELIABILITY;OTHER
batch_00153,article-34898,HSEvo: Elevating Automatic Heuristic Design with Diversity-Driven Harmony Search and Genetic Algorithm Using LLMs,3,LLM-based evolutionary program search for generating code heuristics; relates to LLM reasoning for program synthesis.,PROGRAM_REASONING;OTHER
batch_00136,article-34879,Formal Quality Measures for Predictors in Markov Decision Processes,3,"Studies formal quality measures for predictors in MDPs, connecting to reliability and statistical correctness of AI workflows.",WORKFLOW_STATS;OTHER
batch_00257,article-34876,RATT: A Thought Structure for Coherent and Correct LLM Reasoning,3,"RATT structure for LLM reasoning combines factual checking (RAG) with strategic planning, improving logical coherence for reliable decisions.",RELIABILITY;OTHER
batch_00308,article-34874,Temporal Task and Motion Planning with Metric Time for Multiple Object Navigation,3,"Integrates SMT solving for temporal reasoning in task/motion planning, a symbolic neuro-symbolic angle.",SYMBOLIC_EXEC;FORMAL_METHODS
batch_00339,article-34863,WEPO: Web Element Preference Optimization for LLM-based Web Navigation,3,LLM-based web agent using preference optimization for action grounding; relates to agent reliability for structured tasks.,AGENTS;RELIABILITY
batch_00010,article-34857,"ACPBench: Reasoning About Action, Change, and Planning",3,Benchmark for LLM reasoning on formal planning domains; connects to structured reasoning for multi-step tasks.,PROGRAM_REASONING;FORMAL_METHODS
batch_00318,article-34847,Towards Practical Classical Planning Compilations of Numeric Planning,3,"Compiles numeric planning to classical planning; connects symbolic reasoning (planning, axioms) which is adjacent to formal methods.",FORMAL_METHODS;OTHER
batch_00232,article-34813,One Token Can Help! Learning Scalable and Pluggable Virtual Tokens for Retrieval-Augmented Large Language Models,3,"Enhances LLMs for RAG with pluggable tokens, preserving core capabilities; relevant to reliability methods.",RELIABILITY;OTHER
batch_00333,article-34812,Utilize the Flow Before Stepping into the Same River Twice: Certainty Represented Knowledge Flow for Refusal-Aware Instruction Tuning,3,"Addresses LLM hallucination/reliability via refusal-aware tuning, relevant to reliability and abstention for code correctness.",RELIABILITY;ABSTENTION
batch_00076,article-34811,DOMAINEVAL: An Auto-Constructed Benchmark for Multi-Domain Code Generation,3,Automated benchmark for multi-domain code generation; evaluates LLM correctness on specialized tasks like cryptography.,RELIABILITY;OTHER
batch_00259,article-34809,RaDIO: Real-Time Hallucination Detection with Contextual Index Optimized Query Formulation for Dynamic Retrieval Augmented Generation,3,Dynamic RAG method for real-time hallucination detection during LLM text generation; relates to reliability/consistency checks.,RELIABILITY;OTHER
batch_00210,article-34796,Mixture of Knowledge Minigraph Agents for Literature Review Generation,3,"LLM agents for constructing knowledge graphs from literature, relates to structured reasoning for scientific tasks.",AGENTS;PROGRAM_REASONING;OTHER
batch_00108,article-34794,Encoder of Thoughts: Enhancing Planning Ability in Language Agents Through Structural Embedding,3,"Enhances LLM planning agents with structured reasoning via graph neural networks, applicable to code tasks.",AGENTS;PROGRAM_REASONING;OTHER
batch_00109,article-34793,Enhancing Chain of Thought Prompting in Large Language Models via Reasoning Patterns,3,Enhances Chain-of-Thought reasoning patterns for LLMs; relevant to structured reasoning for code tasks.,OTHER
batch_00332,article-34789,Unveiling the Impact of Coding Data Instruction Fine-Tuning on Large Language Models Reasoning,3,"Studies impact of coding data in fine-tuning on LLM reasoning, relevant to reliability of LLMs for code tasks.",RELIABILITY;OTHER
batch_00324,article-34787,TrustUQA: A Trustful Framework for Unified Structured Data Question Answering,3,LLM-based QA over structured data using formal graph queries; relates to structured reasoning for correctness.,PROGRAM_REASONING;OTHER
batch_00157,article-34782,Hierarchical Context Pruning: Optimizing Real-World Code Completion with Repository-Level Pretrained Code LLMs,3,"Optimizes repository-level code completion for Code LLMs, a core software engineering task, improving reliability via context pruning.",RELIABILITY;OTHER
batch_00054,article-34777,Causal Prompting: Debiasing Large Language Model Prompting Based on Front-Door Adjustment,3,"Uses causal prompting (front-door adjustment) to debias LLM reasoning, a reliability mechanism for structured outputs.",RELIABILITY;OTHER
batch_00302,article-34772,Synergistic Multi-Agent Framework with Trajectory Learning for Knowledge-Intensive Tasks,3,"Multi-agent LLM framework for knowledge tasks; addresses hallucination, could inspire code reasoning agents.",AGENTS;RELIABILITY
batch_00279,article-34749,S^3cMath: Spontaneous Step-Level Self-Correction Makes Large Language Models Better Mathematical Reasoners,3,Self-correction method for LLM reasoning errors; step-level correction improves reliability for mathematical code-like tasks.,RELIABILITY;OTHER
batch_00155,article-34747,Harnessing Large Language Models for Knowledge Graph Question Answering via Adaptive Multi-Aspect Retrieval-Augmentation,3,"LLM agents for KG reasoning; adaptive retrieval reduces noise, improving factual correctness of outputs.",AGENTS;RELIABILITY;OTHER
batch_00085,article-34744,Detecting and Mitigating Hallucination in Large Vision Language Models via Fine-Grained AI Feedback,3,Fine-grained hallucination detection/mitigation for LVLMs; method is adjacent to reliability & hallucination reduction themes for code.,RELIABILITY;OTHER
batch_00174,article-34742,InverseCoder: Self-improving Instruction-Tuned Code LLMs with Inverse-Instruct,3,"Self-improving method for code LLMs via data augmentation, improving code generation benchmarks.",RELIABILITY;OTHER
batch_00066,article-34740,Content-free Logical Modification of Large Language Model by Disentangling and Modifying Logic Representation,3,Modifies LLM logic representations for consistency; relates to structured reasoning and hallucination reduction for code tasks.,RELIABILITY;OTHER
batch_00175,article-34736,"Is There No Such Thing as a Bad Question? H4R: HalluciBot for Ratiocination, Rewriting, Ranking, and Routing",3,Presents a query-level hallucination detection and rewriting framework for improving LLM output accuracy and consensus.,RELIABILITY;CONSENSUS;ABSTENTION
batch_00202,article-34732,MaFeRw: Query Rewriting with Multi-Aspect Feedbacks for Retrieval-Augmented Large Language Models,3,Improves RAG for ambiguous queries using feedback from retrieval & generation; relates to reliability/consistency.,RELIABILITY;AMBIGUITY
batch_00081,article-34723,Decoupling Metacognition from Cognition: A Framework for Quantifying Metacognitive Ability in LLMs,3,"Quantifies LLM metacognition for correctness evaluation, relates to reliability and hallucination reduction for code.",RELIABILITY;OTHER
batch_00194,article-34719,LiteSearch: Efficient Tree Search with Dynamic Exploration Budget for Math Reasoning,3,"Presents guided tree search for LLM math reasoning, relates to structured reasoning and reliability for code-like tasks.",RELIABILITY;OTHER
batch_00170,article-34718,Infer Human’s Intentions Before Following Natural Language Instructions,3,"Explicitly reasons about ambiguity in NL instructions for embodied tasks, aligning with ambiguity detection/repair theme.",AMBIGUITY;OTHER
batch_00059,article-34717,CodeHalu: Investigating Code Hallucinations in LLMs via Execution-based Verification,3,"Systematically studies code hallucinations via execution-based verification, directly aligning with reliability and correctness for LLM-generated code.",RELIABILITY
batch_00325,article-34710,Tuning-Free Accountable Intervention for LLM Deployment – a Metacognitive Approach,3,Metacognitive LLM approach for self-aware error identification/correction; relates to reliability/hallucination reduction.,RELIABILITY;OTHER
batch_00064,article-34699,Confidence Estimation for Error Detection in Text-to-SQL Systems,3,"LLM confidence estimation and error detection for Text-to-SQL, aligns with reliability/abstention for code correctness.",RELIABILITY;ABSTENTION
batch_00050,article-34689,CLNX: Bridging Code and Natural Language for C/C++ Vulnerability-Contributing Commits Identification,3,LLM-based method for code analysis (vulnerability detection) using structured code representations.,PROGRAM_REASONING
batch_00344,article-34683,WorldAPIs: The World Is Worth How Many APIs? A Thought Experiment,3,LLM-based API generation for agent policies; connects tool-use reasoning to task execution.,AGENTS;TOOL_USE;OTHER
batch_00143,article-34679,GNS: Solving Plane Geometry Problems by Neural-Symbolic Reasoning with Multi-Modal LLMs,3,"Neural-symbolic reasoning for geometry problems with symbolic parsing and solving, related to structured reasoning.",SYMBOLIC_EXEC;PROGRAM_REASONING
batch_00262,article-34674,Reasoning over Uncertain Text by Generative Large Language Models,3,"Uses LLM-generated Python code & probabilistic logic for reasoning, a hybrid neuro-symbolic approach for reliability.",OTHER
batch_00068,article-34668,Controlling Equational Reasoning in Large Language Models with Prompt Interventions,3,"Systematically controls LLM hallucination rates for symbolic derivation generation, linking to reliability/consistency.",RELIABILITY;OTHER
batch_00341,article-34663,What Are Step-Level Reward Models Rewarding? Counterintuitive Findings from MCTS-Boosted Mathematical Reasoning,3,"Analyzes step-level reward models (SRMs) for reasoning, using MCTS for preference annotation; relates to structured reasoning and reliability for code tasks.",RELIABILITY;OTHER
batch_00079,article-34658,Debate on Graph: A Flexible and Reliable Reasoning Framework for Large Language Models,3,"Proposes LLM reasoning framework (DoG) for KGQA with debate for reliability, relevant to structured reasoning/consensus.",RELIABILITY;CONSENSUS;OTHER
batch_00017,article-34647,Adaptive Draft-Verification for Efficient Large Language Model Decoding,3,LLM decoding acceleration via adaptive draft-verification; improves efficiency of code generation workflows.,RELIABILITY;OTHER
batch_00121,article-34638,Explore What LLM Does Not Know in Complex Question Answering,3,"Proposes framework to evaluate LLM knowledge gaps & utility of retrieved docs for robust QA, related to reliability & consistency checks.",RELIABILITY;OTHER
batch_00129,article-34635,"Fast Think-on-Graph: Wider, Deeper and Faster Reasoning of Large Language Model on Knowledge Graph",3,LLM reasoning on knowledge graphs for hallucination reduction; transferable to program reasoning via structured symbolic knowledge.,PROGRAM_REASONING;RELIABILITY
batch_00101,article-34622,ELDER: Enhancing Lifelong Model Editing with Mixture-of-LoRA,3,Lifelong model editing for LLMs; relates to reliability and workflow correctness for knowledge updates.,RELIABILITY;WORKFLOW_STATS
batch_00072,article-34618,CyberPal.AI: Empowering LLMs with Expert-Driven Cybersecurity Instructions,3,"Fine-tunes LLMs for cybersecurity, a domain-specific reasoning task; relates to reliability of LLMs on complex instructions.",RELIABILITY;OTHER
batch_00320,article-34599,Towards Verifiable Text Generation with Generative Agent,3,"Proposes a generative agent for verifiable text generation with retrieval/reflection, adjacent to code agent reasoning workflows.",AGENTS;RELIABILITY
batch_00040,article-34586,Beyond Prompt Engineering: A Reinforced Token-Level Input Refinement for Large Language Models,3,Token-level input refinement for LLMs via RL; relevant to prompt ambiguity repair for code tasks.,AMBIGUITY;OTHER
batch_00033,article-34582,AutoFEA: Enhancing AI Copilot by Integrating Finite Element Analysis Using Large Language Models with Graph Neural Networks,3,LLM copilot integrated with GCN for FEA code generation; addresses AI hallucinations via retrieval for simulation accuracy.,AGENTS;TOOL_USE;RELIABILITY
batch_00049,article-34573,CITI: Enhancing Tool Utilizing Ability in Large Language Models Without Sacrificing General Performance,3,"Proposes CITI method for enhancing LLM tool use without sacrificing general performance, aligning with tool-using agents for code.",AGENTS;TOOL_USE
batch_00128,article-34566,Falcon: Faster and Parallel Inference of Large Language Models Through Enhanced Semi-Autoregressive Drafting and Custom-Designed Decoding Tree,3,Speculative decoding for faster LLM inference; validated on HumanEval (code generation) benchmark.,RELIABILITY;OTHER
batch_00251,article-34564,Promoting Knowledge Base Question Answering by Directing LLMs to Generate Task-relevant Logical Forms,3,"LLM fine-tuned to generate logical forms for KBQA, improving executable reasoning over structured knowledge.",PROGRAM_REASONING;OTHER
batch_00048,article-34560,CDW-CoT: Clustered Distance-Weighted Chain-of-Thoughts Reasoning,3,"Presents CDW-CoT, a structured reasoning method for LLMs that dynamically tailors prompts, improving reliability on complex tasks.",RELIABILITY;OTHER
batch_00345,article-34559,Zero-resource Hallucination Detection for Text Generation via Graph-based Contextual Knowledge Triples Modeling,3,Graph-based method for hallucination detection in LLM text generation via contextual knowledge triples.,RELIABILITY;OTHER
batch_00070,article-34547,CrAM: Credibility-Aware Attention Modification in LLMs for Combating Misinformation in RAG,3,"Presents CrAM, a plug-and-play method to reduce LLM hallucinations in RAG by modifying attention based on credibility.",RELIABILITY
batch_00204,article-34540,Mapping from Meaning: Addressing the Miscalibration of Prompt-Sensitive Language Models,3,"Addresses prompt ambiguity and uncertainty calibration for LLMs, relevant to reliability and ambiguity detection.",RELIABILITY;AMBIGUITY
batch_00284,article-34537,Security Attacks on LLM-based Code Completion Tools,3,"Studies security vulnerabilities (jailbreaking, data extraction) specific to LLM-based code completion tools.",RELIABILITY;OTHER
batch_00032,article-34536,Attributive Reasoning for Hallucination Diagnosis of Large Language Models,3,"Proposes DPD decoding for LLM hallucination reduction via internal state analysis, relevant to reliability.",RELIABILITY;OTHER
batch_00021,article-34526,Affordances-Oriented Planning Using Foundation Models for Continuous Vision-Language Navigation,3,LLM-based agent for navigation with affordance-oriented planning; relevant for agent reasoning methods.,AGENTS;TOOL_USE
batch_00209,article-34512,Mitigating Hallucinations in Large Vision-Language Models by Adaptively Constraining Information Flow,3,Proposes VIB method to mitigate LLM hallucinations; aligns with reliability/hallucination reduction themes for generated content.,RELIABILITY
batch_00197,article-34511,MAGIC: Generating Self-Correction Guideline for In-Context Text-to-SQL,3,"Multi-agent framework for automated self-correction guideline generation for Text-to-SQL, improving code reliability.",AGENTS;RELIABILITY
batch_00193,article-34510,LightPROF: A Lightweight Reasoning Framework for Large Language Model on Knowledge Graph,3,"LLM reasoning on structured KGs; uses program-like symbolic reasoning graphs, relates to structured reasoning.",PROGRAM_REASONING;OTHER
batch_00057,article-34497,CoDe: Communication Delay-Tolerant Multi-Agent Collaboration via Dual Alignment of Intent and Timeliness,3,Multi-agent collaboration with intent alignment for robustness; relevant to reliable LLM agent workflows.,AGENTS;RELIABILITY;WORKFLOW_STATS
batch_00266,article-34492,Responsibility-aware Strategic Reasoning in Probabilistic Multi-Agent Systems,3,Logic PATL+R for responsibility-aware strategic reasoning in multi-agent systems; relates to reliable/verifiable agent workflows.,AGENTS;FORMAL_METHODS;RELIABILITY
batch_00104,article-34490,Efficient Communication in Multi-Agent Reinforcement Learning with Implicit Consensus Generation,3,Multi-agent implicit consensus for collaboration; relates to consensus mechanisms for agent reliability.,AGENTS;CONSENSUS
batch_00067,article-34480,Contract-based Design and Verification of Multi-Agent Systems with Quantitative Temporal Requirements,3,Contract-based verification for multi-agent systems with quantitative temporal logic; aligns with formal methods + agent reasoning themes.,AGENTS;FORMAL_METHODS;VERIFICATION
batch_00236,article-34478,Orpheus: Engineering Multiagent Systems via Communicating Agents,3,"Proposes a programming model for communicating agents based on goals, relevant to LLM-based multiagent systems for code.",AGENTS;OTHER
batch_00099,article-34453,Dynamic Operator Optimization for Efficient Multi-Tenant LoRA Model Serving,3,"Optimizes LLM serving for multi-tenant LoRA models, relevant to reliability and efficiency of LLM workflows for code.",WORKFLOW_STATS;OTHER
batch_00063,article-34259,ConceptSearch: Towards Efficient Program Search Using LLMs for Abstraction and Reasoning Corpus (ARC),3,"LLM-driven program synthesis for ARC using concept-based search, relates to structured reasoning for code.",PROGRAM_REASONING;OTHER
batch_00185,article-34213,Latent Reward: LLM-Empowered Credit Assignment in Episodic Reinforcement Learning,3,"LLM for symbolic credit assignment in RL; uses code generation for interpretable rewards, relates to structured reasoning.",OTHER
batch_00103,article-34139,Eco Search: A No-delay Best-First Search Algorithm for Program Synthesis,3,"Presents a best-first search algorithm for program synthesis, relating to structured reasoning and search for code correctness.",PROGRAM_REASONING
batch_00338,article-34123,Vision-Based Generic Potential Function for Policy Alignment in Multi-Agent Reinforcement Learning,3,Uses VLM as potential function for policy alignment in multi-agent RL; relates to structured reasoning for agent behavior.,AGENTS;OTHER
batch_00052,article-34120,Calibrating Large Language Models with Sample Consistency,3,"Calibrates LLM confidence via sample consistency, relates to reliability/abstention for reasoning tasks.",RELIABILITY;CONSENSUS
batch_00211,article-34056,MoLE:Decoding by Mixture of Layer Experts Alleviates Hallucination in Large Vision-Language Models,3,"Decoding method (MoLE) reduces hallucinations; relevant to reliability/consensus for LVLMs, potentially transferable to code generation.",RELIABILITY;CONSENSUS
batch_00195,article-34045,Logic-Q: Improving Deep Reinforcement Learning-based Quantitative Trading via Program Sketch-based Tuning,3,Uses program synthesis/verification (logic-guided sketch) to adjust a DRL agent's policy for quantitative trading.,AGENTS;TOOL_USE;OTHER
batch_00011,article-34009,AIA: Autoregression-Based Injection Attacks Against Text2SQL Models,3,"Presents an attack on Text2SQL models, relevant to reliability and correctness of LLM-generated code.",RELIABILITY;OTHER
batch_00313,article-34006,Tilted Quantile Gradient Updates for Quantile-Constrained Reinforcement Learning,3,Quantile-constrained RL for high-probability safety; relates to reliability/statistical correctness of agent workflows.,RELIABILITY;WORKFLOW_STATS
batch_00071,article-33979,Crossfire: An Elastic Defense Framework for Graph Neural Networks Under Bit Flip Attacks,3,Defense for GNNs against bit-flip attacks; relates to reliability and verifiable restoration of model integrity.,RELIABILITY;OTHER
batch_00145,article-33957,GenPlan: Generative Sequence Models as Adaptive Planners,3,"Generative planning agent for multi-task missions, adapts to constraints; relates to LLM agents for task reasoning.",AGENTS;OTHER
batch_00089,article-33947,Dimension Reduction for Symbolic Regression,3,"Presents a symbolic regression method using dimension reduction via variable substitution, aligning with structured reasoning and neuro-symbolic approaches.",OTHER
batch_00106,article-33905,Efficient Rectification of Neuro-Symbolic Reasoning Inconsistencies by Abductive Reflection,3,"Neuro-symbolic reasoning with abductive reflection for error correction, aligns with hybrid neuro-symbolic methods.",FORMAL_METHODS;OTHER
batch_00124,article-33843,Extracting Interpretable Task-Specific Circuits from Large Language Models for Faster Inference,3,Extracts task-specific circuits from LLMs; relates to structured reasoning and interpretability for code tasks.,OTHER
batch_00107,article-33669,Eliciting Causal Abilities in Large Language Models for Reasoning Tasks,3,Proposes causal inference method (SCIE) for prompt optimization to improve LLM reasoning performance.,OTHER
batch_00060,article-33665,Column-Oriented Datalog on the GPU,3,"Presents a high-performance Datalog engine for knowledge representation and reasoning, relevant to symbolic methods for program analysis.",OTHER;PROGRAM_REASONING
batch_00201,article-33664,MTVHunter: Smart Contracts Vulnerability Detection Based on Multi-Teacher Knowledge Translation,3,Detects smart contract vulnerabilities via program analysis; connects LLMs/analysis to code correctness.,PROGRAM_REASONING;VERIFICATION
batch_00289,article-33660,Shield Synthesis for LTL Modulo Theories,3,"Extends shielding (runtime enforcement) to LTL modulo theories, relevant to formal methods for ML model safety.",FORMAL_METHODS;VERIFICATION
batch_00261,article-33647,Reasoning About Actual Causes in Nondeterministic Domains,3,Formal reasoning about causes in nondeterministic domains using situation calculus; aligns with structured program reasoning.,FORMAL_METHODS;PROGRAM_REASONING
batch_00183,article-33640,LTLf Synthesis Under Unreliable Input,3,"LTLf synthesis for unreliable inputs relates to formal methods and robust agent behavior, adjacent to our reliability themes.",FORMAL_METHODS;RELIABILITY
batch_00307,article-33639,Temporal Causal Reasoning with (Non-Recursive) Structural Equation Models,3,"Introduces temporal logic (CPLTL) for causal reasoning with structural equation models, relevant to formal methods for program semantics.",FORMAL_METHODS;OTHER
batch_00007,article-33635,A Syntactic Approach to Computing Complete and Sound Abstraction in the Situation Calculus,3,Syntactic computation of sound/complete abstraction in Situation Calculus; relates to formal reasoning about actions/programs.,FORMAL_METHODS;OTHER
batch_00013,article-33619,ASP-Driven Emergency Planning for Norm Violations in Reinforcement Learning,3,"Uses symbolic reasoning (ASP) to fix RL agent policies for norm violations, related to formal methods for agent behavior.",AGENTS;FORMAL_METHODS;OTHER
batch_00200,article-33594,MRBTP: Efficient Multi-Robot Behavior Tree Planning and Collaboration,3,LLM-integrated multi-robot planning with BT subtrees; connects LLM reasoning to structured action planning.,AGENTS;TOOL_USE;OTHER
batch_00189,article-33573,Learning Visually Grounded Domain Ontologies via Embodied Conversation and Explanation,3,"Agent learns via corrective feedback on explanations, improving domain ontology; relevant to structured reasoning from ambiguous specs.",AGENTS;OTHER
batch_00212,article-33571,Moonshine: Distilling Game Content Generators into Steerable Generative Models,3,Uses LLM to label synthetic game content for controllable generation; connects LLMs to procedural content generation.,OTHER
batch_00055,article-33501,Characterising Simulation-Based Program Equilibria,3,"Analyzes simulation-based program equilibria for AI agents, relevant to agent reasoning and reliability in multi-agent settings.",AGENTS;PROGRAM_REASONING;OTHER
batch_00167,article-33405,Improving Complex Reasoning over Knowledge Graph with Logic-Aware Curriculum Tuning,3,"LLM-based logical reasoning over structured knowledge graphs, relates to symbolic reasoning for code.",FORMAL_METHODS;PROGRAM_REASONING
batch_00272,article-33394,Rule-Guided Graph Neural Networks for Explainable Knowledge Graph Reasoning,3,Rule-guided GNNs for symbolic-neural reasoning; aligns with hybrid neuro-symbolic approaches for structured reasoning.,FORMAL_METHODS;OTHER
batch_00014,article-33393,Accurate and Regret-Aware Numerical Problem Solver for Tabular Question Answering,3,LLM as planner for code (Python) execution to improve numerical reasoning accuracy; addresses LLM reliability for programming tasks.,AGENTS;TOOL_USE;RELIABILITY
batch_00016,article-33380,Adapting to Non-Stationary Environments: Multi-Armed Bandit Enhanced Retrieval-Augmented Generation on Knowledge Graphs,3,Multi-armed bandit RAG framework for KGQA; adaptive retrieval selection relates to reliability/consensus mechanisms for code reasoning.,RELIABILITY;CONSENSUS;OTHER
