batch_id,paper_id,title,relevance_score,reason,tags
batch_00045,4MvqmXnCEr,Self-Verifying Reflection Helps Transformers with CoT Reasoning,4,"Studies self-verifying reflection for reasoning tasks, including Sudoku, connecting LLM reasoning to formal verification concepts.",RELIABILITY;VERIFICATION
batch_00036,3Z8fWHKqlu,VeriThoughts: Enabling Automated Verilog Code Generation using Reasoning and Formal Verification,4,Combines LLM-based Verilog code generation with formal verification for correctness guarantees.,FORMAL_METHODS;VERIFICATION
batch_00035,3Sxby0hH1q,Stop Summation: Min-Form Credit Assignment Is All Process Reward Model Needs for Reasoning,4,Process reward model for LLM reasoning; min-form credit assignment improves code generation reliability.,RELIABILITY;PROGRAM_REASONING
batch_00024,2Xn8h68mP3,Bootstrapping Hierarchical Autoregressive Formal Reasoner with Chain-of-Proxy-Autoformalization,4,"LLM-based formal theorem proving pipeline (HAR) for deductive problem-solving, aligning with formal methods + LLMs.",FORMAL_METHODS;PROGRAM_REASONING
batch_00019,1vSLxdJNq8,Bringing SAM to new heights: leveraging elevation data for tree crown segmentation from drone imagery,4,"Investigates mechanisms for reliable LM code generation by identifying and steering sound components, applicable to program correctness.",RELIABILITY;PROGRAM_REASONING
batch_00008,0pbUfmwNTy,DyFlow: Dynamic Workflow Framework for Agentic Reasoning,4,"Dynamic workflow framework for LLM agents with code generation evaluation, adapts based on feedback.",AGENTS;PROGRAM_REASONING;WORKFLOW_STATS
batch_00582,zzUXS4f91r,DisCO: Reinforcing Large Reasoning Models with Discriminative Constrained Optimization,3,Method for reinforcing reasoning models; relevant to reliability and structured reasoning for code tasks.,RELIABILITY;OTHER
batch_00580,zswylB4Wnt,RAST: Reasoning Activation in LLMs via Small-model Transfer,3,"Improves LLM reasoning via RL-based decoding, a reliability method for code-like tasks.",RELIABILITY;OTHER
batch_00579,zlMupLoKRf,Causality Meets the Table: Debiasing LLMs for Faithful TableQA via Front-Door Intervention,3,"Applies causal reasoning (front-door adjustment) to reduce spurious correlations in LLM-based TableQA, aligning with reliability/consistency themes.",RELIABILITY;OTHER
batch_00575,zNLlglSOwD,AdaSPEC: Selective Knowledge Distillation for Efficient Speculative Decoders,3,"Improves speculative decoding for LLMs via token selection, aligning with code generation reliability.",RELIABILITY;OTHER
batch_00573,z9oeQrcNh9,ARM: Adaptive Reasoning Model,3,Proposes adaptive reasoning formats (incl. Code) and consensus-guided mode for LLM reliability on tasks.,RELIABILITY;CONSENSUS
batch_00571,yzHiEmLSk8,Visual Instruction Bottleneck Tuning,3,Information bottleneck method improves LLM robustness; relates to reliability and semantic consistency for generated outputs.,RELIABILITY;OTHER
batch_00570,yqKfMr0yvY,Neither Valid nor Reliable? Investigating the Use of LLMs as Judges,3,"Investigates LLM reliability as evaluators (judges), relevant to our focus on reliability and statistical correctness of LLM workflows.",RELIABILITY;WORKFLOW_STATS
batch_00568,yfYgwjj5F8,Generalizing Verifiable Instruction Following,3,"Focuses on verifiable instruction following for constraints, aligning with reliability and correctness for LLM outputs.",RELIABILITY
batch_00567,ycMpNwzUAA,MetaDefense: Defending Fine-tuning based Jailbreak Attack Before and During Generation,3,Two-stage defense for LLM safety; methods for detecting harmful queries/responses relate to reliability and consistency.,RELIABILITY
batch_00566,ySFDPoiANu,Execution Guided Line-by-Line Code Generation,3,"Method for code generation using execution feedback (line-by-line), improving reliability via semantic checks.",RELIABILITY;PROGRAM_REASONING
batch_00565,yKUwkihcsi,Iterative Tool Usage Exploration for Multimodal Agents via Step-wise Preference Tuning,3,"Tool-using agent with AI verifier for step-wise trajectory refinement, applicable to code agent reasoning.",AGENTS;TOOL_USE;RELIABILITY
batch_00564,yGOytgjurF,KVCOMM: Online Cross-context KV-cache Communication for Efficient LLM-based Multi-agent Systems,3,"KV-cache optimization for LLM multi-agent systems, specifically validated on collaborative coding tasks",AGENTS;TOOL_USE;OTHER
batch_00563,yFfWVr2TmZ,Learning “Partner-Aware” Collaborators in Multi-Party Collaboration,3,"LLM agent collaboration framework focused on task-relevant alignment and intervention handling, relevant to agent reasoning.",AGENTS;OTHER
batch_00561,y60FhgO07j,Multi-step Visual Reasoning with Visual Tokens Scaling and Verification,3,Verifier-guided iterative reasoning framework for MLLMs; aligns with reliability and structured reasoning themes.,RELIABILITY;OTHER
batch_00560,xud9JYzgSp,Unlocking SLM Potential for Data Analysis Code Generation via Non-Parametric Knowledge Distillation,3,LLM-to-SLM distillation for data analysis code generation with reasoning-guided orchestration.,RELIABILITY;OTHER
batch_00559,xpjWEgf8zi,VAGEN: Reinforcing World Model Reasoning for Multi-Turn VLM Agents,3,"Reinforces VLM agent reasoning via world modeling & structured state representations, relevant to structured reasoning for agents.",AGENTS;PROGRAM_REASONING;OTHER
batch_00558,xlDmm4r98R,FACT: Mitigating Inconsistent Hallucinations in LLMs via Fact-Driven Alternating Code-Text Training,3,"Uses code structure to enforce logical consistency in LLM outputs, addressing hallucination reduction via code-text training.",RELIABILITY;OTHER
batch_00556,xUBgfvyip3,Revisiting Reinforcement Learning for LLM Reasoning from A Cross-Domain Perspective,3,"Includes 'Code' as a reasoning domain with verifiers, aligning with reliability and correctness checks for LLM-generated code.",RELIABILITY
batch_00555,xQfZprbSWL,Spectral Compressive Imaging via Chromaticity-Intensity Decomposition,3,Method for optimal test-time search/resource allocation to improve LLM reasoning correctness.,RELIABILITY;WORKFLOW_STATS
batch_00553,xAHozxfuUW,Conformal Information Pursuit for Interactively Guiding Large Language Models,3,"Presents Conformal Information Pursuit for interactive LLM agents, improving query efficiency via uncertainty quantification.",AGENTS;RELIABILITY;OTHER
batch_00552,x7fCiuCCAu,Two Experts Are All You Need for Steering Thinking: Reinforcing Cognitive Effort in MoE Reasoning Models Without Additional Training,3,"Inference-time method to improve reasoning depth/efficiency in MoE models, relevant to structured reasoning & reliability.",RELIABILITY;OTHER
batch_00551,x1wZoyS0rC,SceneWeaver: All-in-One 3D Scene Synthesis with an Extensible and Self-Reflective Agent,3,Tool-using agent framework for structured synthesis; self-reflective evaluation aligns with reliable agent reasoning for complex tasks.,AGENTS;TOOL_USE;OTHER
batch_00548,wiWNpjcYWH,Performative Risk Control: Calibrating Models for Reliable Deployment under Performativity,3,Risk control framework for reliable model deployment; relates to reliability and statistical correctness of LLM workflows.,RELIABILITY;WORKFLOW_STATS
batch_00545,wNMK5o0Vfg,S-GRPO: Early Exit via Reinforcement Learning in Reasoning Models,3,RL method for early exit in CoT reasoning; improves code correctness via structured intermediate reasoning steps.,RELIABILITY;OTHER
batch_00544,wCbOKbZ7kf,SpecReason: Fast and Accurate Inference-Time Compute via Speculative Reasoning,3,Accelerates LLM reasoning workflows via speculative execution; relates to reliability and efficiency of multi-step program reasoning.,RELIABILITY;WORKFLOW_STATS;OTHER
batch_00542,w1TjXJk846,Reasoning Models Sometimes Output Illegible Chains of Thought,3,"Analyzes legibility/fidelity of LLM reasoning traces, relevant to reliability and monitoring of code-generating agents.",RELIABILITY;OTHER
batch_00539,vpp3FGNLi6,NeuroPath: Neurobiology-Inspired Path Tracking and Reflection for Semantically Coherent Retrieval,3,"LLM-driven reasoning framework with structured path tracking for multi-hop QA, relates to structured reasoning workflows",WORKFLOW_STATS;OTHER
batch_00537,vS1M06Px6u,MLE-STAR: Machine Learning Engineering Agent via Search and Targeted Refinement,3,LLM agent for code generation (ML models) with structured search/refinement and ablation studies.,AGENTS;TOOL_USE;PROGRAM_REASONING
batch_00536,vO8LLoNWWk,Learning to Reason under Off-Policy Guidance,3,"RL framework for reasoning models (RLVR) with verifiable rewards, aligns with reliability and correctness for multi-step reasoning.",RELIABILITY;OTHER
batch_00535,vIaNnnQxcl,SAFEPATH: Preventing Harmful Reasoning in Chain-of-Thought via Early Alignment,3,"Aligns chain-of-thought reasoning for safety, relevant to reliability/hallucination reduction for structured reasoning tasks.",RELIABILITY;OTHER
batch_00531,ur295YVtmt,ReMA: Learning to Meta-Think for LLMs with Multi-agent Reinforcement Learning,3,"Multi-agent RL framework for meta-thinking in LLM reasoning, applicable to program reasoning tasks.",AGENTS;RELIABILITY;OTHER
batch_00530,ugaepulZyA,Influence Guided Context Selection for Effective Retrieval-Augmented Generation,3,"Improves RAG via context selection to reduce LLM hallucinations, relevant to reliability/consensus for correctness.",RELIABILITY;CONSENSUS
batch_00528,uWEcZkrSkZ,MuSLR: Multimodal Symbolic Logical Reasoning,3,"Modular framework LogiCAM applies formal logical rules to multimodal reasoning, relevant to neuro-symbolic approaches.",FORMAL_METHODS;SYMBOLIC_EXEC;OTHER
batch_00527,uUWb5eawL9,Noise Injection Reveals Hidden Capabilities of Sandbagging Language Models,3,"Method for detecting LLM deception (sandbagging) via noise injection, relevant to reliability and statistical correctness of LLM evaluations.",RELIABILITY;WORKFLOW_STATS
batch_00526,uGuy73Dx6I,Dynamic Risk Assessments for Offensive Cybersecurity Agents,3,"Focuses on AI agents for cybersecurity programming tasks with iterative improvement and verifiers, aligning with code-focused agents and reliability.",AGENTS;TOOL_USE;PROGRAM_REASONING;RELIABILITY
batch_00524,uBEiZd2P0K,Conformal Risk Training: End-to-End Optimization of Conformal Risk Control,3,"End-to-end conformal risk training for provable guarantees on tail risks like CVaR, relevant to LLM reliability.",RELIABILITY;WORKFLOW_STATS
batch_00521,tq9lyV9Cml,Thought Communication in Multiagent Collaboration,3,"Introduces 'thought communication' for multi-agent LLMs, potentially applicable to collaborative code reasoning agents.",AGENTS;OTHER
batch_00520,thc972q5a9,Scalable and adaptive prediction bands with kernel sum-of-squares,3,Kernel SoS method for adaptive conformal prediction; potential for uncertainty-aware code correctness verification.,RELIABILITY;OTHER
batch_00519,tfbu0ITAez,SIGMA: Refining Large Language Model Reasoning via Sibling-Guided Monte Carlo Augmentation,3,"Refines LLM reasoning via structured search (MCTS) and sibling-node feedback, improving correctness on math/code-like tasks.",RELIABILITY;OTHER
batch_00518,tXqLxHlb8Z,AgentNet: Decentralized Evolutionary Coordination for LLM-based Multi-Agent Systems,3,LLM-based multi-agent system for complex task solving; potential for program reasoning workflows.,AGENTS;PROGRAM_REASONING
batch_00516,tKPqbamNb9,Does Thinking More Always Help? Mirage of Test-Time Scaling in Reasoning Models,3,Analyzes test-time reasoning scaling and proposes consensus-based selection (parallel thinking) for improved reliability.,RELIABILITY;CONSENSUS
batch_00513,t49olghJ3w,From Self-Check to Consensus: Bayesian Strategic Decoding in Large Language Models,3,"Game-theoretic consensus for LLM self-checking, improving correctness & consistency in multi-turn inference.",RELIABILITY;CONSENSUS
batch_00512,t0cpjJxj1s,Analyzing the Power of Chain of Thought through Memorization Capabilities,3,"Theoretical analysis of Chain-of-Thought reasoning power for algorithms/Turing machines, connecting to structured reasoning.",OTHER
batch_00511,stpe7UeETz,Corrector Sampling in Language Models,3,"Proposes RPT sampling to correct errors in autoregressive LM code generation, improving coding benchmarks.",RELIABILITY
batch_00509,siPeAstQLq,C-LoRA: Contextual Low-Rank Adaptation for Uncertainty Estimation in Large Language Models,3,"Proposes uncertainty-aware fine-tuning (C-LoRA) for LLMs, relevant to reliability and calibration of LLM outputs.",RELIABILITY;OTHER
batch_00508,sYk6ZMmrOz,Let's Revise Step-by-Step: A Unified Local Search Framework for Code Generation with LLMs,3,LLM code revision via local search; improves code generation reliability through iterative improvement.,RELIABILITY;PROGRAM_REASONING
batch_00507,sYLiY87mNn,BackdoorLLM: A Comprehensive Benchmark for Backdoor Attacks and Defenses on Large Language Models,3,"Comprehensive benchmark for LLM safety; includes chain-of-thought hijacking, relevant to reliability/hallucination for code.",RELIABILITY;OTHER
batch_00505,sJd4DpYOis,"SpecEM: Training-Free LLM Ensembling via Iterative Drafting, Verification, and Online Feedback",3,"Ensemble method for LLMs with online feedback for model selection, improving output reliability.",RELIABILITY;CONSENSUS
batch_00502,rw50iUoyLu,MergeBench: A Benchmark for Merging Domain-Specialized LLMs,3,"Benchmark includes coding domain for model merging, relevant for reliability of specialized code models",RELIABILITY;OTHER
batch_00501,roKj4IwaVT,Hogwild! Inference: Parallel LLM Generation via Concurrent Attention,3,"Proposes parallel LLM generation with shared attention for collaborative reasoning, relevant to structured reasoning workflows.",OTHER
batch_00499,rbIlWjTFKj,Struct2D: A Perception-Guided Framework for Spatial Reasoning in MLLMs,3,Proposes structured reasoning framework (BEV + metadata) for spatial tasks; adjacent to structured program reasoning.,OTHER
batch_00498,rZ2nSt1X58,Optimization Inspired Few-Shot Adaptation for Large Language Models,3,"Method improves LLM reliability for few-shot adaptation via optimization-inspired preconditioning, reducing overfitting.",RELIABILITY;OTHER
batch_00497,rRrswElWIW,ICPC-Eval: Probing the Frontiers of LLM Reasoning with Competitive Programming Contests,3,"Benchmark for LLM code reasoning with iterative repair (Refine@K), evaluating execution feedback for correctness.",RELIABILITY;PROGRAM_REASONING
batch_00493,r2ykUnzuGt,ReCAP: Recursive Context-Aware Reasoning and Planning for Large Language Model Agents,3,"LLM agent framework (ReCAP) for long-horizon reasoning, includes planning and execution for tasks.",AGENTS;PROGRAM_REASONING
batch_00492,qup6v4WnYX,GUI-Reflection: Empowering Multimodal GUI Models with Self-Reflection Behavior,3,GUI agents with self-reflection/error-correction for code-like task automation.,AGENTS;RELIABILITY
batch_00491,qr5uMEs6iR,Large Language Models as End-to-end Combinatorial Optimization Solvers,3,"Uses LLM fine-tuning and RL for direct constraint satisfaction and optimization in combinatorial problems, related to structured reasoning.",RELIABILITY;OTHER
batch_00488,qTUZJUXt0J,3D-Prover: Diversity Driven Theorem Proving With Determinantal Point Processes,3,LLM-augmented theorem proving uses formal reasoning; connects to program verification via proof tactics.,FORMAL_METHODS;PROGRAM_REASONING
batch_00487,qPQUrjiA0q,Rollout Roulette: A Probabilistic Inference Approach to Inference-Time Scaling of LLMs using Particle-Based Monte Carlo Methods,3,"Inference-time scaling with particle filtering improves LLM reliability on reasoning tasks, connecting to test-time correctness.",RELIABILITY
